title,authors,num_authors,abstract,abstract_length,year,journal_ref,venue,reference_count,influential_citations,citations,citations_per_year,age_years,category,category_code,link,pdf_url,canonical_link,arxiv_id
"Randomness, Nonlocality and information in entagled correlations",K. Wodkiewicz,1,"It is shown that the Einstein, Podolsky and Rosen (EPR) correlations for arbitrary spin-s and the Greenberger, Horne and Zeilinger (GHZ) correlations for three particles can be described by nonlocal joint and conditional quantum probabilities. The nonlocality of these probabilities makes the Bell's inequalities void. A description that exhibits the relation between the randomness and the nonlocality of entangled correlations is introduced. Entangled EPR and GHZ correlations are studied using the Gibbs-Shannon entropy. The nonlocal character of the EPR correlations is tested using the information Bell's inequalities. Relations between the randomness, the nonlocality and the entropic information for the EPR and the GHZ correlations are established and discussed.",770,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505020v1,https://arxiv.org/pdf/quant-ph/9505020v1.pdf,http://arxiv.org/abs/quant-ph/9505020v1,quant-ph/9505020v1
Spin-Orbit Pendulum: the Microscopic Stern-Gerlach Effect,"P. Rozmej, R. Arvieu",2,"The motion of a particle with a spin in spherical harmonic oscillator potential with spin-orbit interaction is studied. We have focus our attention on spatial motion of wave packets, giving a description complementary to motion of spin discussed already in [1]. The particular initial conditions studied here lead to the most transparent formulas and can be treated analytically. A strong analogy with the Stern-Gerlach experiment is suggested. [1] R.Arvieu and P.Rozmej, Phys.Rev.A50 (1994) 4376.",497,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505021v2,https://arxiv.org/pdf/quant-ph/9505021v2.pdf,http://arxiv.org/abs/quant-ph/9505021v2,quant-ph/9505021v2
Nonlinear Schroedinger Dynamics and Nonlinear Observables,W. Luecke,1,It is is explained why physical consistency requires substituting linear observables by nonlinear ones for quantum systems with nonlinear time evolution of pure states. The exact meaning and the concrete physical interpretation are described in full detail for a special case of the nonlinear Doebner-Goldin equation.,317,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505022v1,https://arxiv.org/pdf/quant-ph/9505022v1.pdf,http://arxiv.org/abs/quant-ph/9505022v1,quant-ph/9505022v1
On the Conditioning of the Spherical Harmonic Matrix for Spatial Audio Applications,"C Sandeep Reddy, Rajesh M Hegde",2,"In this paper, we attempt to study the conditioning of the Spherical Harmonic Matrix (SHM), which is widely used in the discrete, limited order orthogonal representation of sound fields. SHM's has been widely used in the audio applications like spatial sound reproduction using loudspeakers, orthogonal representation of Head Related Transfer Functions (HRTFs) etc. The conditioning behaviour of the SHM depends on the sampling positions chosen in the 3D space. Identification of the optimal sampling points in the continuous 3D space that results in a well-conditioned SHM for any number of sampling points is a highly challenging task. In this work, an attempt has been made to solve a discrete version of the above problem using optimization based techniques. The discrete problem is, to identify the optimal sampling points from a discrete set of densely sampled positions of the 3D space, that minimizes the condition number of SHM. This method has been subsequently utilized for identifying the geometry of loudspeakers in the spatial sound reproduction, and in the selection of spatial sampling configurations for HRTF measurement. The application specific requirements have been formulated as additional constraints of the optimization problem. Recently developed mixed-integer optimization solvers have been used in solving the formulated problem. The performance of the obtained sampling position in each application is compared with the existing configurations. Objective measures like condition number, D-measure, and spectral distortion are used to study the performance of the sampling configurations resulting from the proposed and the existing methods. It is observed that the proposed solution is able to find the sampling points that results in a better conditioned SHM and also maintains all the application specific requirements.",1849,2017,,arXiv Audio and Speech Processing,0,0,0,0,8.5,Audio and Speech Processing,eess.AS,https://arxiv.org/abs/1710.08633v2,https://arxiv.org/pdf/1710.08633v2.pdf,http://arxiv.org/abs/1710.08633v2,1710.08633v2
Singing voice correction using canonical time warping,"Yin-Jyun Luo, Ming-Tso Chen, Tai-Shih Chi, Li Su",4,"Expressive singing voice correction is an appealing but challenging problem. A robust time-warping algorithm which synchronizes two singing recordings can provide a promising solution. We thereby propose to address the problem by canonical time warping (CTW) which aligns amateur singing recordings to professional ones. A new pitch contour is generated given the alignment information, and a pitch-corrected singing is synthesized back through the vocoder. The objective evaluation shows that CTW is robust against pitch-shifting and time-stretching effects, and the subjective test demonstrates that CTW prevails the other methods including DTW and the commercial auto-tuning software. Finally, we demonstrate the applicability of the proposed method in a practical, real-world scenario.",789,2017,,arXiv Audio and Speech Processing,0,0,0,0,8.5,Audio and Speech Processing,eess.AS,https://arxiv.org/abs/1711.08600v1,https://arxiv.org/pdf/1711.08600v1.pdf,http://arxiv.org/abs/1711.08600v1,1711.08600v1
Raga Identification using Repetitive Note Patterns from prescriptive notations of Carnatic Music,"Ranjani H. G., T. V. Sreenivas",2,"Carnatic music, a form of Indian Art Music, has relied on an oral tradition for transferring knowledge across several generations. Over the last two hundred years, the use of prescriptive notations has been adopted for learning, sight-playing and sight-singing. Prescriptive notations offer generic guidelines for a raga rendition and do not include information about the ornamentations or the gamakas, which are considered to be critical for characterizing a raga. In this paper, we show that prescriptive notations contain raga attributes and can reliably identify a raga of Carnatic music from its octave-folded prescriptive notations. We restrict the notations to 7 notes and suppress the finer note position information. A dictionary based approach captures the statistics of repetitive note patterns within a raga notation. The proposed stochastic models of repetitive note patterns (or SMRNP in short) obtained from raga notations of known compositions, outperforms the state of the art melody based raga identification technique on an equivalent melodic data corresponding to the same compositions. This in turn shows that for Carnatic music, the note transitions and movements have a greater role in defining the raga structure than the exact note positions.",1267,2017,,arXiv Audio and Speech Processing,0,0,0,0,8.5,Audio and Speech Processing,eess.AS,https://arxiv.org/abs/1711.11357v1,https://arxiv.org/pdf/1711.11357v1.pdf,http://arxiv.org/abs/1711.11357v1,1711.11357v1
Enhancement of Noisy Speech Exploiting an Exponential Model Based Threshold and a Custom Thresholding Function in Perceptual Wavelet Packet Domain,"Md Tauhidul Islam, Celia Shahnaz, Wei-Ping Zhu, M. Omair Ahmad",4,"For enhancement of noisy speech, a method of threshold determination based on modeling of Teager energy (TE) operated perceptual wavelet packet (PWP) coefficients of the noisy speech by exponential distribution is presented. A custom thresholding function based on the combination of mu-law and semisoft thresholding functions is designed and exploited to apply the statistically derived threshold upon the PWP coefficients. The effectiveness of the proposed method is evaluated for car and multi-talker babble noise corrupted speech signals through performing extensive simulations using the NOIZEUS database. The proposed method outperforms some of the state-of-the-art speech enhancement methods both at high and low levels of SNRs in terms of the standard objective measures and the subjective evaluations including formal listening tests.",843,2018,,arXiv Audio and Speech Processing,0,0,0,0,7.5,Audio and Speech Processing,eess.AS,https://arxiv.org/abs/1802.05962v1,https://arxiv.org/pdf/1802.05962v1.pdf,http://arxiv.org/abs/1802.05962v1,1802.05962v1
Precise Detection of Speech Endpoints Dynamically: A Wavelet Convolution based approach,"Tanmoy Roy, Tshilidzi Marwala, Snehashish Chakraverty",3,"Precise detection of speech endpoints is an important factor which affects the performance of the systems where speech utterances need to be extracted from the speech signal such as Automatic Speech Recognition (ASR) system. Existing endpoint detection (EPD) methods mostly uses Short-Term Energy (STE), Zero-Crossing Rate (ZCR) based approaches and their variants. But STE and ZCR based EPD algorithms often fail in the presence of Non-speech Sound Artifacts (NSAs) produced by the speakers. Algorithms based on pattern recognition and classification techniques are also proposed but require labeled data for training. A new algorithm termed as Wavelet Convolution based Speech Endpoint Detection (WCSEPD) is proposed in this article to extract speech endpoints. WCSEPD decomposes the speech signal into high-frequency and low-frequency components using wavelet convolution and computes entropy based thresholds for the two frequency components. The low-frequency thresholds are used to extract voiced speech segments, whereas the high-frequency thresholds are used to extract the unvoiced speech segments by filtering out the NSAs. WCSEPD does not require any labeled data for training and can automatically extract speech segments. Experiment results show that the proposed algorithm precisely extracts speech endpoints in the presence of NSAs.",1347,2018,,arXiv Audio and Speech Processing,0,0,0,0,7.5,Audio and Speech Processing,eess.AS,https://arxiv.org/abs/1804.06159v1,https://arxiv.org/pdf/1804.06159v1.pdf,http://arxiv.org/abs/1804.06159v1,1804.06159v1
Simulating dysarthric speech for training data augmentation in clinical speech applications,"Yishan Jiao, Ming Tu, Visar Berisha, Julie Liss",4,"Training machine learning algorithms for speech applications requires large, labeled training data sets. This is problematic for clinical applications where obtaining such data is prohibitively expensive because of privacy concerns or lack of access. As a result, clinical speech applications are typically developed using small data sets with only tens of speakers. In this paper, we propose a method for simulating training data for clinical applications by transforming healthy speech to dysarthric speech using adversarial training. We evaluate the efficacy of our approach using both objective and subjective criteria. We present the transformed samples to five experienced speech-language pathologists (SLPs) and ask them to identify the samples as healthy or dysarthric. The results reveal that the SLPs identify the transformed speech as dysarthric 65% of the time. In a pilot classification experiment, we show that by using the simulated speech samples to balance an existing dataset, the classification accuracy improves by about 10% after data augmentation.",1069,2018,,arXiv Audio and Speech Processing,0,0,0,0,7.5,Audio and Speech Processing,eess.AS,https://arxiv.org/abs/1804.10325v1,https://arxiv.org/pdf/1804.10325v1.pdf,http://arxiv.org/abs/1804.10325v1,1804.10325v1
Angular Softmax Loss for End-to-end Speaker Verification,"Yutian Li, Feng Gao, Zhijian Ou, Jiasong Sun",4,"End-to-end speaker verification systems have received increasing interests. The traditional i-vector approach trains a generative model (basically a factor-analysis model) to extract i-vectors as speaker embeddings. In contrast, the end-to-end approach directly trains a discriminative model (often a neural network) to learn discriminative speaker embeddings; a crucial component is the training criterion. In this paper, we use angular softmax (A-softmax), which is originally proposed for face verification, as the loss function for feature learning in end-to-end speaker verification. By introducing margins between classes into softmax loss, A-softmax can learn more discriminative features than softmax loss and triplet loss, and at the same time, is easy and stable for usage. We make two contributions in this work. 1) We introduce A-softmax loss into end-to-end speaker verification and achieve significant EER reductions. 2) We find that the combination of using A-softmax in training the front-end and using PLDA in the back-end scoring further boosts the performance of end-to-end systems under short utterance condition (short in both enrollment and test). Experiments are conducted on part of $Fisher$ dataset and demonstrate the improvements of using A-softmax.",1276,2018,,arXiv Audio and Speech Processing,0,0,0,0,7.5,Audio and Speech Processing,eess.AS,https://arxiv.org/abs/1806.03464v2,https://arxiv.org/pdf/1806.03464v2.pdf,http://arxiv.org/abs/1806.03464v2,1806.03464v2
